"ある中学校のクラスで、
通路を塞いでいた男子に向かってひとこと。
「じょいてっ！！」
きっと「邪魔」と「どいて」が
混ざってしまったのよね。
（xx）",「じょいてっ！！」
"洗濯物がほとんど乾いてることを
姉に教えようとして出た言葉が
「これ、もう、ほとんどる！」。
短く言いまつがってしまいましたが、
姉には伝わりました。
（あおいちゃんのおばしゃん）",ほとんどる！
"急に家を空けることになった日、
冷蔵庫を見てから息子に尋ねました。
「夕ご飯作っていくけど、
　カレーとロールキャベツ、どっちがいい？」
息子「ロールキャベツがいい」
私　「じゃ、キャベー作っとくね」
‥‥カレーのほうが楽だな、
と思ってたのがバレちゃった。
（ちろりん）",キャベー
"友達と電車で帰りつつ
明日の待ち合わせ場所を決めていた
そして下り際に確認のため言ってしまった。
「じゃ！　明日！
　駅のターミネーターで待ってるね！」
ツボに入ってしまい苦しむ友人を
置き去りにして下車しました。
明日は、「ターミナル」で待ち合わせ。
（さくら）",ターミネーター
"母との会話中。
私の発言に母はすかさずこう言いました。
「あんた、そんなの殺人行為よ！」
「自殺行為」と言いたかったみたいです。
気持ちはわかるけど、ちょっと違いますよね。
（クリームソーダ）",殺人行為
"おばあちゃんと
留守番をしてくれていた11歳の娘。
母の帰宅後、おばあちゃんが
お土産に持ってきてくれたものを母に説明。
母「え？　ばあちゃんが冷蔵庫に
　　何入れといてくれたって？」
娘「だから～、ヘーコンとバム！」
それは‥‥ベーコンとハムのこと？
（バムって‥‥）",ヘーコン
"たった今スルメを食べていた旦那さん。
イカの足の本数について話していたところ、
なにか考えながらこう言いました。
「ダイオウアシのイカって
　足、何本かなぁ？」
‥‥逆だよ、逆！
なんだかものすごい足を想像しちゃうなぁ。
（ダイオウイカもきっと10本）",バム！
"雨上がりの道を気持ちよく歩いていたら、
横を通過した暴走トラックに
思いっきり水をかけられ腹が立った、
という話を興奮しながら同僚に話していたら、
勢い余って
「トラックルに！！」
と、なぜか「トラック」に巻き舌気味に
「ル」をつけて発音してしまいました。
怒りを忘れて皆で大爆笑してしまいました。
（アミダハン）",ダイオウアシのイカ
"授業中、先生に質問されたＹ君。
「うちのお母さんが‥‥」と言おうと思ったが、
「お母さん」と言うのが
少し恥ずかしかったのか、
とっさに出た言葉が
「うちの、かみさんが」でした。
（当時の５年生達が、気づくまでに
　少し間があったのも良い思い出）", 「トラックルに！！」

